magnitude,date,cdi,mmi,alert,tsunami,sig,net,nst,dmin,gap,magType,depth,latitude,longitude,location,continent,country
6.7,2007-02-20,0,6,,0,691,us,253,0,40.3,mwc,12,-1.034,126.976,S,,Indonesia
7.5,2007-01-21,6,5,,0,874,us,570,0,21.6,mwc,22,1.065,126.282,"Ternate, Indonesia",,Indonesia
8.1,2007-01-13,4,5,,0,1034,us,606,0,14,mwc,10,46.243,154.524,the Kuril Islands,,
6.9,2006-12-26,6,7,,0,798,us,466,0,31.6,mwc,10,21.974,120.493,"Hengchun, Taiwan",Asia,Taiwan
7.1,2006-12-26,8,7,,0,1023,us,744,0,29.1,mwb,10,21.799,120.547,"Hengchun, Taiwan",Asia,Taiwan
8.3,2006-11-15,4,7,,0,1064,us,576,0,20.9,mwc,10,46.592,153.266,Kuril Islands,,
6.6,2006-11-07,0,6,,0,670,us,352,0,18.6,mwc,11,-6.482,151.195,"Kimbe, Papua New Guinea",,
6.7,2006-10-20,5,6,,0,732,us,444,0,53.4,mwc,23,-13.457,-76.677,"San Vicente de Cañete, Peru",,Peru
6.7,2006-10-17,5,6,,0,692,us,533,0,15.6,mwc,32,-5.881,150.982,"Kimbe, Papua New Guinea",,Papua New Guinea
6.7,2006-10-15,8,9,,0,1481,hv,43,0,124,md,38.182,19.877,-155.935,"Puako, Hawaii",,United States of America
6.9,2006-09-28,3,3,,0,737,us,702,0,20.9,mwc,28,-16.592,-172.033,"Hihifo, Tonga",,
6.8,2006-09-01,0,6,,0,711,us,459,0,28.4,mwb,38,-6.759,155.512,"Panguna, Papua New Guinea",,Papua New Guinea
6.5,2006-08-24,0,6,,0,650,us,700,0,47.4,mwb,43,51.148,157.522,"Ozernovskiy, Russia",Asia,Russia
6.8,2006-08-07,5,5,,0,713,us,551,0,26.2,mwb,150,-15.798,167.789,"Norsup, Vanuatu",,Vanuatu
7.7,2006-07-17,7,5,,0,947,us,357,0,36.8,mwc,20,-9.284,107.419,"Singaparna, Indonesia",,
6.5,2006-05-28,0,6,,0,650,us,477,0,20.3,mwc,34,-5.724,151.133,"Kimbe, Papua New Guinea",,Papua New Guinea
6.6,2006-05-22,0,7,,0,670,us,548,0,28,mwc,19,60.772,165.743,"Tilichiki, Russia",Asia,Russia
6.8,2006-05-16,4,5,,0,719,us,701,0,16.3,mwb,12,0.093,97.05,"Singkil, Indonesia",,
8,2006-05-03,7,7,,0,1013,us,626,0,20.7,mwc,55,-20.187,-174.123,"Pangai, Tonga",,
8,2006-05-03,8,9,,0,1026,duputel,0,0,0,mww,60.5,-19.99,-173.907,"Pangai, Tonga",,
6.5,2006-04-30,7,7,,0,653,us,282,0,46.3,mwc,12,-27.211,-71.056,"Copiapó, Chile",,Chile
6.7,2006-04-30,6,7,,0,696,us,277,0,25.6,mwb,12,-27.017,-71.022,"Copiapó, Chile",,Chile
6.6,2006-04-29,0,8,,0,670,us,645,0,28.4,mwc,11,60.491,167.516,"Tilichiki, Russia",Asia,Russia
7.6,2006-04-20,0,8,,0,889,us,579,0,18.5,mwc,22,60.949,167.089,"Tilichiki, Russia",Asia,Russia
6.5,2006-04-07,3,5,,0,654,us,247,0,25.5,mwc,14,-16.527,176.989,"Lautoka, Fiji",,
6.7,2006-03-14,0,7,,0,691,us,306,0,21.3,mwb,30.1,-3.595,127.214,"Ambon, Indonesia",,Indonesia
7,2006-02-22,5,9,,0,891,us,412,0,23.2,mwb,11,-21.324,33.583,"Chipinge, Zimbabwe",Africa,Mozambique
6.7,2006-01-08,7,6,,0,934,us,769,0,19.7,mwb,66,36.311,23.212,"Kýthira, Greece",Europe,Greece
6.6,2006-01-04,7,6,,0,703,us,323,0,48.2,mwc,14,28.164,-112.117,"Bahía de Kino, Mexico",,
6.5,2005-12-12,6,5,,0,721,us,529,0,20.5,mwb,224.6,36.357,71.093,"Ashkasham, Afghanistan",Asia,Afghanistan
6.8,2005-12-05,5,7,,0,744,us,561,0,20,mwc,22,-6.224,29.83,"Kalemie, Democratic Republic",Africa,Tanzania
6.5,2005-12-02,4,5,,0,683,us,464,0,48.8,mwc,29,38.089,142.122,"Ishinomaki, Japan",,
6.5,2005-11-19,3,6,,0,651,us,358,0,20.7,mwb,21,2.164,96.786,"Sinabang, Indonesia",,Indonesia
6.8,2005-11-17,0,6,,0,711,us,509,0,30.1,mwb,147,-22.361,-67.895,"San Pedro de Atacama, Chile",South America,Bolivia
7.6,2005-10-08,9,9,,0,1267,us,724,0,21.1,mwc,26,34.539,73.588,"Muzaffar?b?d, Pakistan",Asia,Pakistan
6.6,2005-09-29,0,6,,0,670,us,402,0,17.7,mwc,25,-5.437,151.84,"Kokopo, Papua New Guinea",,Papua New Guinea
7.5,2005-09-26,8,7,,0,1018,us,696,0,26.2,mwb,115,-5.678,-76.398,"Yurimaguas, Peru",South America,Peru
7.6,2005-09-09,5,7,,0,891,us,502,0,20,mwc,90,-4.539,153.474,"Kokopo, Papua New Guinea",,Papua New Guinea
7.2,2005-08-16,7,7,,0,1104,us,698,0,19.6,mwc,36,38.276,142.039,"Ishinomaki, Japan",,
7.2,2005-07-24,4,5,,0,808,us,636,0,26.4,mwc,16,7.92,92.19,"Nicobar Islands, India region",,
6.7,2005-07-05,3,6,,0,693,us,398,0,22.3,mwc,21,1.819,97.082,"Singkil, Indonesia",,Indonesia
6.6,2005-07-02,6,5,,0,719,us,446,0,21.1,mwc,27,11.245,-86.172,"San Juan del Sur, Nicaragua",,
7.2,2005-06-15,5,4,,0,1318,us,420,0,31.4,mwc,16,41.292,-125.953,"Big Lagoon, California",,
7.8,2005-06-13,8,7,,0,1020,us,714,0,16.1,mwb,115.6,-19.987,-69.197,"Iquique, Chile",South America,Chile
6.9,2005-05-19,5,7,,0,740,us,635,0,26,mwc,30,1.989,97.041,"Singkil, Indonesia",,Indonesia
6.7,2005-05-14,6,5,,0,731,us,695,0,20.9,mwb,34,0.587,98.459,"Padangsidempuan, Indonesia",,Indonesia
6.5,2005-04-10,3,6,,0,657,us,478,0,21.2,mwc,30,-1.714,99.779,"Padang, Indonesia",,Indonesia
6.7,2005-04-10,5,6,,0,717,us,656,0,21.2,mwc,19,-1.644,99.607,"Padang, Indonesia",,Indonesia
8.6,2005-03-28,0,8,,0,1138,official,510,0,22.1,mww,30,2.085,97.108,"Singkil, Indonesia",,Indonesia
6.6,2005-03-20,8,7,,0,805,us,401,0,22.9,mwc,10,33.807,130.131,"Maebaru-cho, Japan",Asia,Japan
7.1,2005-03-02,0,5,,0,776,us,569,0,18.1,mwb,201.7,-6.527,129.933,Banda Sea,,Indonesia
6.8,2005-02-26,0,6,,0,711,us,444,0,33.8,mwb,36,2.908,95.592,"Sinabang, Indonesia",,Indonesia
6.5,2005-02-19,0,7,,0,650,us,371,0,31.8,mwb,10,-5.562,122.129,"Katabu, Indonesia",,Indonesia
6.5,2005-02-15,3,5,,0,652,us,286,0,47.3,mwc,39.7,4.756,126.421,"Pulau-Pulau Talaud, Indonesia",,Indonesia
6.7,2005-02-08,0,4,,0,691,us,457,0,30.2,mwb,206.3,-14.252,167.259,"Sola, Vanuatu",,Vanuatu
7.1,2005-02-05,7,3,,0,782,us,640,0,26.4,mwc,525,5.293,123.337,"Palimbang, Philippines",,
6.6,2005-01-19,6,4,,0,676,us,225,0,78.5,mwc,27.8,34.064,141.491,"Katsuura, Japan",,
6.6,2004-12-26,0,5,,0,670,us,353,0,31.9,mwc,16.1,8.879,92.375,"Nicobar Islands, India region",,
7.2,2004-12-26,5,6,,0,802,us,385,0,27.9,mwc,39.2,6.91,92.958,"Sabang, Indonesia",,
9.1,2004-12-26,0,8,,0,1274,official,601,0,22,mw,30,3.295,95.982,2004 Sumatra - Andaman Islands Earthquake,,Indonesia
8.1,2004-12-23,0,5,,0,1009,us,331,0,59.3,mwc,10,-49.312,161.345,Macquarie Island,,
6.8,2004-12-14,5,6,,0,858,us,639,0,21.8,mwb,10,18.958,-81.409,"George Town, Cayman Islands",,
6.8,2004-12-06,4,7,,0,724,us,759,0,23.6,mwb,35,42.9,145.228,"Nemuro, Japan",Asia,Japan
7,2004-11-28,4,7,,0,771,us,929,0,23.9,mwb,39,43.006,145.119,"Nemuro, Japan",Asia,Japan
7.1,2004-11-26,0,7,,0,776,us,439,0,28.8,mwc,10,-3.609,135.404,"Nabire, Indonesia",,Indonesia
7.1,2004-11-22,5,5,,0,782,us,585,0,14.7,mwc,10,-46.676,164.721,"Riverton, New Zealand",,
7.2,2004-11-15,8,8,,0,820,us,708,0,50.2,mwb,15,4.695,-77.508,"Pizarro, Colombia",,Colombia
7.5,2004-11-11,5,7,,0,870,us,301,0,33.8,mwc,10,-8.152,124.868,"Maubara, Timor Leste",,Indonesia
6.7,2004-11-11,0,6,,0,691,us,233,0,21.5,mwb,10,-11.128,162.208,"Kirakira, Solomon Islands",,
6.7,2004-11-02,7,4,,0,703,us,459,0,37.3,mwb,10,49.277,-128.772,"Port McNeill, Canada",,
6.6,2004-10-23,0,8,,0,670,us,782,0,37,mwc,16,37.226,138.779,"Ojiya, Japan",Asia,Japan
6.7,2004-10-15,5,6,,0,705,us,698,0,24.7,mwb,94,24.53,122.694,"Yonakuni, Japan",,
7,2004-10-09,0,6,,0,754,us,441,0,32.2,mwc,35,11.422,-86.665,"Masachapa, Nicaragua",,
6.5,2004-10-08,5,5,,0,665,us,526,0,18.3,mwb,105,13.925,120.534,"Talisay, Philippines",,Philippines
6.8,2004-10-08,0,6,,0,711,us,545,0,15.7,mwb,36,-10.951,162.161,"Kirakira, Solomon Islands",,Solomon Islands
6.6,2004-09-06,0,4,,0,670,us,478,0,29.8,mwc,10,33.205,137.227,"Shingu, Japan",,
7.4,2004-09-05,0,5,,0,842,us,594,0,27.5,mwb,10,33.184,137.071,"Shingu, Japan",,
7.2,2004-09-05,0,5,,0,798,us,643,0,28.4,mwc,14,33.07,136.618,"Shingu, Japan",,
6.5,2004-08-28,0,7,,0,650,us,349,0,30.1,mwb,5,-35.173,-70.525,"Teno, Chile",South America,Chile
6.5,2004-07-28,0,7,,0,650,us,305,0,39,mwc,13.4,-0.443,133.091,"Manokwari, Indonesia",,Indonesia
6.9,2004-06-10,0,5,,0,732,us,798,0,31.2,mwb,188.6,55.682,160.003,"Atlasovo, Russia",Asia,Russia
6.6,2004-05-03,0,7,,0,670,us,282,0,46.9,mwb,21,-37.695,-73.406,"Cañete, Chile",South America,Chile
6.7,2004-04-23,0,5,,0,691,us,386,0,27.6,mwb,65.8,-9.362,122.839,"Naisano Dua, Indonesia",,Indonesia
6.5,2004-04-09,0,4,,0,650,us,424,0,29.9,mwb,228.4,-13.174,167.198,"Sola, Vanuatu",,Vanuatu
6.6,2004-04-05,0,4,,0,670,us,728,0,18.3,mwb,187.1,36.512,71.029,Afghanistan-Tajikistan-Pakistan region,Asia,Afghanistan
6.7,2004-02-08,0,7,,0,691,us,256,0,33.3,mwc,25.7,-3.665,135.339,"Nabire, Indonesia",,Indonesia
7.3,2004-02-07,0,7,,0,820,us,390,0,23,mwb,10,-4.003,135.023,"Papua, Indonesia",,Indonesia
7,2004-02-05,0,7,,0,754,us,367,0,33,mwc,16.6,-3.615,135.538,"Nabire, Indonesia",,Indonesia
6.7,2004-01-28,0,6,,0,691,us,243,0,42.5,mwb,17.4,-3.12,127.4,"Ambon, Indonesia",,Indonesia
7.3,2003-12-27,0,4,,0,820,us,235,0,46.6,mwc,10,-22.015,169.766,"Tadine, New Caledonia",,
6.6,2003-12-26,0,9,,0,670,us,552,0,44.8,mwc,10,28.995,58.311,"Bam, Iran",Asia,Iran
6.5,2003-12-25,0,6,,0,650,us,405,0,48.4,mwb,33,8.416,-82.824,"Progreso, Panama",,Panama
6.5,2003-12-22,7,9,,0,1390,nc,65,0.04685,71,mw,8.382,35.7005,-121.101,"San Simeon, California",North America,United States of America
6.8,2003-12-10,0,7,,0,711,us,447,0,27.7,mwb,10,23.039,121.362,"Yujing, Taiwan",Asia,Taiwan
6.6,2003-11-25,0,6,,0,670,us,384,0,25.1,mwb,35,-5.581,150.88,"Kimbe, Papua New Guinea",,Papua New Guinea
6.5,2003-11-18,0,6,,0,650,us,487,0,45.9,mwb,35,12.025,125.416,"Can-Avid, Philippines",,Philippines
6.6,2003-11-06,0,5,,0,670,us,475,0,26.2,mwb,113.7,-19.262,168.892,"Isangel, Vanuatu",,
7,2003-10-31,0,5,,0,754,us,568,0,61.2,mwb,10,37.812,142.619,"Ishinomaki, Japan",,
6.7,2003-10-08,0,6,,0,691,us,556,0,55.4,mwc,32,42.648,144.57,"Kushiro, Japan",Asia,
6.7,2003-10-01,0,7,,0,691,us,643,0,24.5,mwb,10,50.211,87.721,"Aktash, Russia",Asia,Russia
6.5,2003-09-29,0,5,,0,650,us,586,0,71.3,mwc,25,42.45,144.38,"Kushiro, Japan",,
7.3,2003-09-27,0,7,,0,820,us,667,0,24.5,mwb,16,50.038,87.813,"Aktash, Russia",Asia,Russia
7.4,2003-09-25,0,7,,0,842,us,514,0,78.8,mwc,33,41.774,143.593,"Shizunai-furukawacho, Japan",Asia,
8.16,2003-09-25,0,9,,0,1024,official,0,0,0,mww,27,41.815,143.91,"Kushiro, Japan",,
6.6,2003-09-21,0,7,,0,670,us,518,0,24.7,mwb,10,19.917,95.672,"Taungdwingyi, Myanmar",Asia,Myanmar
7.2,2003-08-21,0,7,,0,798,us,428,0,17.5,mwc,28,-45.104,167.144,"Te Anau, New Zealand",,New Zealand
7.6,2003-08-04,0,6,,0,889,us,315,0,25.2,mwc,10,-60.532,-43.411,Scotia Sea,,United Kingdom of Great Britain and Northern Ireland (the)
6.5,2003-07-15,0,6,,0,650,us,156,0,31.4,mwb,33,-3.828,152.174,"Rabaul, Papua New Guinea",,Papua New Guinea
6.8,2003-06-20,0,7,,0,711,us,398,0,39.1,mwc,33,-30.608,-71.637,"Ovalle, Chile",South America,Chile
6.9,2003-06-16,0,5,,0,732,us,733,0,26.7,mwb,174.8,55.492,159.999,"Atlasovo, Russia",Asia,Russia
6.6,2003-06-07,0,6,,0,670,us,419,0,27.8,mwc,33,-5.095,152.502,"Kokopo, Papua New Guinea",,Papua New Guinea
7,2003-05-26,0,6,,0,754,us,473,0,30.3,mwc,31,2.354,128.855,"Tobelo, Indonesia",,Indonesia
7,2003-05-26,0,7,,0,754,us,690,0,19.1,mwb,68,38.849,141.568,"Ofunato, Japan",Asia,Japan
6.8,2003-05-21,0,9,,0,711,us,534,0,19.4,mwc,12,36.964,3.634,"Dellys, Algeria",,Algeria
6.5,2003-03-25,0,7,,0,650,us,247,0,28.7,mwc,33,-8.294,120.743,"Ruteng, Indonesia",,Indonesia
6.8,2003-03-11,0,7,,0,711,us,431,0,38.4,mwc,40.2,-4.694,153.238,"Kokopo, Papua New Guinea",,Papua New Guinea
7.6,2003-01-22,0,7,,0,889,us,551,0,0,mwb,24,18.77,-104.104,"Cuyutlán, Mexico",North America,Mexico
6.5,2003-01-21,0,6,,0,650,us,316,0,0,mwc,24,13.626,-90.774,"Puerto San José, Guatemala",,
7.3,2003-01-20,0,6,,0,820,us,457,0,0,mwc,33,-10.491,160.77,"Kirakira, Solomon Islands",,
6.7,2003-01-10,0,5,,0,691,us,323,0,0,mwb,71.9,-5.311,153.701,"Kokopo, Papua New Guinea",,
6.7,2002-12-12,0,6,,0,691,us,453,0,0,mwb,34,-4.786,153.275,"New Ireland region, Papua New Guinea",,Papua New Guinea
7.9,2002-11-03,8,9,,0,1750,ak,0,0,0,mw,4.2,63.5141,-147.453,"Cantwell, Alaska",North America,United States of America
7.4,2002-11-02,0,7,,0,842,us,418,0,0,mwb,30,2.824,96.085,"Sinabang, Indonesia",,Indonesia
6.6,2002-10-23,0,7,,0,670,ak,0,0,0,mw,4.2,63.5144,-147.912,"Cantwell, Alaska",North America,United States of America
6.7,2002-10-10,0,7,,0,691,us,250,0,0,ms,10,-1.511,133.973,"Manokwari, Indonesia",,Indonesia
7.6,2002-10-10,0,7,,0,889,us,375,0,0,mwc,10,-1.757,134.297,"Manokwari, Indonesia",,Indonesia
6.5,2002-09-13,0,6,,0,650,us,646,0,0,mwc,21,13.036,93.068,"Bamboo Flat, India",,India
7.6,2002-09-08,0,7,,0,889,us,428,0,0,mwc,13,-3.302,142.945,"Aitape, Papua New Guinea",,Papua New Guinea
6.5,2002-08-14,0,4,,0,650,us,260,0,0,mwc,30,14.101,146.199,"San Jose Village, Northern Mariana Islands",,
6.5,2002-07-31,0,7,,0,650,us,533,0,0,mwc,10,7.929,-82.793,"Punta de Burica, Panama",,Panama
6.5,2002-06-22,0,8,,0,650,us,555,0,0,mwc,10,35.626,49.047,"Abhar, Iran",Asia,Iran
6.6,2002-06-18,0,7,,0,670,us,420,0,0,mwb,54,-30.805,-71.124,"Monte Patria, Chile",South America,Chile
6.7,2002-06-17,0,5,,0,691,us,272,0,0,mwc,33,-12.592,166.383,"Sola, Vanuatu",,
7.1,2002-04-26,0,7,,0,776,us,257,0,0,mwc,85.7,13.088,144.619,"Merizo Village, Guam",,United States of America
6.7,2002-04-18,0,7,,0,691,us,462,0,0,mwb,62,-27.535,-70.586,"Copiapó, Chile",South America,Chile
6.8,2002-04-18,0,6,,0,711,us,292,0,0,mwc,24.9,16.985,-100.865,"Nuxco, Mexico",North America,
7.1,2002-03-31,0,6,,0,776,us,550,0,0,mwc,32.8,24.279,122.179,"Hualien City, Taiwan",Asia,
6.5,2002-03-28,0,5,,0,650,us,486,0,0,mwc,125.1,-21.663,-68.329,"Calama, Chile",South America,Chile
7.5,2002-03-05,0,7,,0,865,us,321,0,0,mwc,31,6.033,124.249,"Mindanao, Philippines",,Philippines
7.4,2002-03-03,0,5,,0,842,us,138,0,0,mwc,225.6,36.502,70.482,"Jurm, Afghanistan",Asia,Afghanistan
6.6,2002-02-05,0,6,,0,670,us,444,0,0,mwc,39,-5.345,151.248,"Kimbe, Papua New Guinea",,Papua New Guinea
6.5,2002-02-03,0,7,,0,650,us,482,0,0,mwc,5,38.573,31.271,"Sultandagi, Turkey",Asia,Turkey
6.7,2002-01-10,0,8,,0,691,us,333,0,0,mwc,11,-3.212,142.427,"Aitape, Papua New Guinea",,Papua New Guinea
6.6,2002-01-03,0,6,,0,670,us,386,0,0,mwc,10,-17.664,168.004,"Port-Vila, Vanuatu",,Vanuatu
7.2,2002-01-02,0,6,,0,798,us,427,0,0,mwc,21,-17.6,167.856,"Port-Vila, Vanuatu",,Vanuatu
6.8,2001-12-23,0,7,,0,711,us,385,0,0,mwc,16,-9.613,159.53,"Malango, Solomon Islands",,Solomon Islands
6.8,2001-12-18,0,5,,0,711,us,499,0,0,mwc,14,23.954,122.734,"Yonakuni, Japan",,
6.5,2001-12-02,0,5,,0,650,us,605,0,0,mwc,123.8,39.402,141.089,"Hanamaki, Japan",Asia,Japan
7.8,2001-11-14,0,9,,0,936,us,368,0,0,mwc,10,35.946,90.541,"Southern Qinghai, China",Asia,People's Republic of China
7,2001-10-31,0,7,,0,754,us,254,0,0,mwc,33,-5.912,150.196,"Kimbe, Papua New Guinea",,Papua New Guinea
7.5,2001-10-19,0,6,,0,865,us,234,0,0,mwc,33,-4.102,123.907,"Kendari, Indonesia",,Indonesia
7,2001-10-12,0,6,,0,754,us,482,0,0,mwc,37,12.686,144.98,"Inarajan Village, Guam",,
6.5,2001-09-11,0,6,,0,650,us,174,0,0,mwc,33,-0.578,133.13,"Manokwari, Indonesia",,Indonesia
6.6,2001-07-28,6,6,,0,754,ak,0,0,0,mw,131.8,58.775,-154.701,"Kokhanok, Alaska",North America,United States of America
6.5,2001-07-26,0,8,,0,650,us,483,0,0,mwc,10,39.059,24.244,"Skýros, Greece",Europe,Greece
7.6,2001-07-07,0,7,,0,889,us,398,0,0,mwc,33,-17.543,-72.077,"Punta de Bombón, Peru",,Peru
6.6,2001-07-05,0,7,,0,670,us,324,0,0,mwc,62,-16.086,-73.987,"Achanizo, Peru",,Peru
6.7,2001-06-26,0,6,,0,691,us,422,0,0,mwc,24,-17.745,-71.649,"Pacocha, Peru",,Peru
8.4,2001-06-23,0,8,,0,1086,official,518,0,0,mww,33,-16.265,-73.641,"Atico, Peru",,Peru
6.7,2001-04-19,0,6,,0,691,us,282,0,0,mwc,17,-7.41,155.865,"Panguna, Papua New Guinea",,Solomon Islands
6.8,2001-03-24,0,7,,0,711,us,596,0,0,mwc,50,34.083,132.526,"Kure, Japan",Asia,Japan
6.5,2001-03-19,0,6,,0,650,us,206,0,0,mwc,33,-4.029,128.02,"Ambon, Indonesia",,Indonesia
6.8,2001-02-28,7,7,,0,1441,uw,67,0,31,md,51.798,47.149,-122.727,"Longbranch, Washington",North America,United States of America
7.1,2001-02-24,0,7,,0,776,us,426,0,0,mwc,35,1.271,126.249,"Ternate, Indonesia",,Indonesia
7.4,2001-02-13,0,6,,0,842,us,221,0,0,mwc,36,-4.68,102.562,"Bengkulu, Indonesia",,Indonesia
6.6,2001-02-13,0,8,,0,670,us,273,0,0,mwc,10,13.671,-88.938,"Cojutepeque, El Salvador",,El Salvador
7.7,2001-01-26,0,9,,0,912,us,472,0,0,mwc,16,23.419,70.232,"Bhachau, India",Asia,India
6.9,2001-01-16,0,6,,0,732,us,117,0,0,mwb,28,-4.022,101.776,"Bengkulu, Indonesia",,Indonesia
7.7,2001-01-13,0,8,,0,912,us,427,0,0,mwc,60,13.049,-88.66,"Puerto El Triunfo, El Salvador",,
6.9,2001-01-10,5,7,,0,745,ak,0,0,0,mw,36.4,56.7744,-153.281,"Old Harbor, Alaska",North America,
7.1,2001-01-09,0,7,,0,776,us,372,0,0,mwb,103,-14.928,167.17,"Port-Olry, Vanuatu",,Vanuatu
6.8,2001-01-01,0,5,,0,711,us,64,0,0,mwc,33,6.631,126.899,"Mindanao, Philippines",,
7.5,2001-01-01,0,7,,0,865,us,324,0,0,mwc,33,6.898,126.579,"Lukatan, Philippines",,Philippines
6.5,2000-12-06,0,7,,0,650,us,401,0,0,mwc,31,-4.218,152.725,"Kokopo, Papua New Guinea",,Papua New Guinea
7,2000-12-06,0,7,,0,754,us,495,0,0,mwc,30,39.566,54.799,"Balkanabat, Turkmenistan",Asia,Turkmenistan
6.5,2000-11-25,0,6,,0,650,us,268,0,0,mwc,33,40.167,49.954,"Badamdar, Azerbaijan",Asia,Azerbaijan
6.8,2000-11-25,0,6,,0,711,us,446,0,0,mwc,50.4,40.245,49.946,"Baku, Azerbaijan",Asia,Azerbaijan
6.8,2000-11-18,0,6,,0,711,us,402,0,0,mwb,33,-5.228,151.771,"Kokopo, Papua New Guinea",,Papua New Guinea
6.6,2000-11-18,0,6,,0,670,us,267,0,0,mwc,33,-5.097,153.181,"Kokopo, Papua New Guinea",,Papua New Guinea
7.8,2000-11-17,0,7,,0,936,us,346,0,0,mwc,33,-5.496,151.781,"Kokopo, Papua New Guinea",,Papua New Guinea
6.5,2000-11-16,0,6,,0,650,us,71,0,0,mb,33,-4.827,153.226,"Kokopo, Papua New Guinea",,Papua New Guinea
7.8,2000-11-16,0,7,,0,936,us,294,0,0,mwc,30,-5.233,153.102,"Kokopo, Papua New Guinea",,
8,2000-11-16,0,7,,0,985,us,254,0,0,mwc,33,-3.98,152.169,"Rabaul, Papua New Guinea",,Papua New Guinea
6.5,2000-11-08,0,7,,0,650,us,462,0,0,mwc,17,7.042,-77.829,"Juradó, Colombia",,Colombia
7,2000-10-29,0,7,,0,754,us,60,0,0,mwc,50,-4.766,153.945,"Kokopo, Papua New Guinea",,Papua New Guinea
6.8,2000-10-25,0,6,,0,711,us,415,0,0,mwc,38,-6.549,105.63,"Labuan, Indonesia",,Indonesia
6.7,2000-10-06,0,8,,0,691,us,390,0,0,mwc,10,35.456,133.134,"Matsue, Japan",Asia,Japan
7,2000-10-04,0,7,,0,754,us,357,0,0,mwc,23,-15.421,166.91,"Luganville, Vanuatu",,Vanuatu
6.5,2000-10-02,0,6,,0,650,us,415,0,0,mwb,34,-7.977,30.709,"Nkove, Tanzania",Africa,Tanzania
6.8,2000-08-28,0,6,,0,711,us,336,0,0,mwc,16,-4.11,127.394,"Ambon, Indonesia",,Indonesia
6.5,2000-08-09,0,6,,0,650,us,481,0,0,mwc,45.8,18.198,-102.48,"El Habillal, Mexico",North America,Mexico
6.8,2000-08-04,0,7,,0,711,us,593,0,0,mwc,10,48.786,142.246,"Uglegorsk, Russia",Asia,Russia
6.6,2000-08-03,0,6,,0,670,us,218,0,0,mwc,33,-12.037,166.448,"Lata, Solomon Islands",,
6.5,2000-07-30,0,7,,0,650,us,428,0,0,mwc,10,33.901,139.376,"Shimoda, Japan",,Japan
6.6,2000-07-16,0,5,,0,670,us,367,0,0,mwc,10,-7.747,150.917,"Kandrian, Papua New Guinea",,
6.5,2000-07-11,0,6,,0,650,ak,0,0,0,mw,42.9,57.3546,-154.198,"Larsen Bay, Alaska",North America,United States of America
6.5,2000-06-21,0,9,,0,650,us,351,0,0,mwc,10,63.98,-20.758,"Selfoss, Iceland",,Iceland
7.9,2000-06-18,0,5,,0,960,us,405,0,0,mwc,10,-13.802,97.453,South Indian Ocean,,
6.5,2000-06-17,0,8,,0,650,us,406,0,0,mwc,10,63.966,-20.487,"Selfoss, Iceland",,Iceland
6.7,2000-06-07,0,5,,0,691,us,352,0,0,mwc,33,-4.612,101.905,"Bengkulu, Indonesia",,Indonesia
6.7,2000-06-04,0,5,,0,691,us,147,0,0,mb,33,-4.646,102.102,"Bengkulu, Indonesia",,Indonesia
7.9,2000-06-04,0,8,,0,960,us,379,0,0,mwc,33,-4.721,102.087,"Bengkulu, Indonesia",,Indonesia
7.2,2000-05-12,0,5,,0,798,us,0,0,0,mwc,225,-23.548,-66.452,"San Antonio de los Cobres, Argentina",South America,Argentina
7.6,2000-05-04,0,7,,0,889,us,0,0,0,mwc,26,-1.105,123.573,"Luwuk, Indonesia",,Indonesia
6.6,2000-03-03,0,8,,0,670,us,0,0,0,mwc,10,-6.817,143.807,"Ialibu, Papua New Guinea",,Papua New Guinea
6.6,2000-02-06,0,6,,0,670,us,0,0,0,mwc,33,-5.844,150.876,"Kimbe, Papua New Guinea",,Papua New Guinea
6.8,2000-01-28,0,6,,0,711,us,0,0,0,mwc,61.1,43.046,146.837,"Shikotan, Russia",,
7.2,2000-01-08,0,6,,0,798,us,0,0,0,mwc,183.4,-16.925,-174.248,"Hihifo, Tonga",,
6.9,1999-12-29,0,6,,0,732,us,0,0,0,mwb,33,-10.86,165.354,"Lata, Solomon Islands",,
6.5,1999-12-21,0,6,,0,650,us,0,0,0,mwb,56,-6.845,105.555,"Labuan, Indonesia",,Indonesia
7.3,1999-12-11,0,7,,0,820,us,0,0,0,mwc,33,15.766,119.74,"Bolitoc, Philippines",,Philippines
7,1999-12-06,0,7,,0,754,ak,0,0,0,mw,43.6,57.3424,-154.347,"Karluk, Alaska",North America,United States of America
6.6,1999-11-30,0,5,,0,670,us,0,0,0,mwb,128.1,-18.901,-69.171,"Arica, Chile",South America,Chile
7.5,1999-11-26,0,7,,0,865,us,0,0,0,mwc,33,-16.423,168.214,"Lakatoro, Vanuatu",,Vanuatu
7,1999-11-19,0,6,,0,754,us,0,0,0,mwc,33,-6.351,148.763,"Kandrian, Papua New Guinea",,Papua New Guinea
6.9,1999-11-17,0,6,,0,732,us,0,0,0,mwc,47.5,-5.978,148.82,"Kandrian, Papua New Guinea",,Papua New Guinea
7.2,1999-11-12,0,9,,0,798,us,0,0,0,mwc,10,40.758,31.161,"Düzce, Turkey",Asia,Turkey
6.5,1999-11-08,0,4,,0,650,us,0,0,0,mwc,228.4,36.522,71.24,"Ashkasham, Afghanistan",Asia,Afghanistan
7.1,1999-10-16,8,8,,0,1576,ci,73,0,57,mw,13.73,34.6033,-116.265,"Hector Mine, CA Earthquake",North America,United States of America
